MSME_ID,Customer_Segment,Business_Type,Industry,Location_Category,Years_in_Operation,Employee_Count,Annual_Turnover_INR,Monthly_GST_Sales_INR,Monthly_GST_Purchases_INR,GST_Filing_Timeliness_Pct,GST_Return_Frequency,Monthly_UPI_Inflow_INR,Monthly_UPI_Outflow_INR,UPI_Avg_Ticket_Size_INR,UPI_Daily_Txn_Count,Transaction_Volatility_Index,Monthly_Bank_Credits_INR,Monthly_Bank_Debits_INR,Average_Bank_Balance_INR,Cashflow_Stability_Index,Has_Existing_Loan,Monthly_Loan_EMI_INR,EMI_On_Time_Rate_Pct,Overdraft_Usage_Ratio,Monthly_Payroll_INR,Salary_Consistency_Pct,Employee_Attrition_Rate_Pct,Avg_Invoice_Payment_Delay_Days,Customer_Concentration_Ratio,Vendor_Payment_Timeliness_Pct,Seasonality_Index,Revenue_Growth_Rate_Pct,Credit_History_Months,Business_Stability_Score,Cashflow_Score,Revenue_Consistency_Score,Payment_Behaviour_Score,Business_Growth_Score,Compliance_Score,Financial_Health_Score,Probability_of_Default,Credit_Risk_Category,Credit_Eligible,Recommended_Credit_Limit_INR
MSME0001262,Existing-to-Credit,Partnership,Services,Tier 2,2.8,2,7349904,694371,376067,89.4,Monthly,218677,70402,510,16.5,0.212,706809,527514,342914,0.796,Yes,247383,93.1,0.171,58369,85.2,16.7,1.8,0.644,89.8,0.488,0.5,20,63.9,79.6,66.2,92.5,33.3,88.3,78.7,0.0523,Low,Yes,1230000
MSME0001263,NTC,LLP,Services,Tier 3,2.5,2,2350815,177645,102709,92.3,Quarterly,77982,42715,289,10.4,0.354,182437,160929,72910,0.776,No,0,,0.219,54336,88.5,20.3,14.5,0.289,92.3,0.619,1.2,0,62.9,74.6,54.5,88.1,33.8,91.3,76.9,0.0791,Medium,Yes,217000
MSME0001264,NTC,LLP,Healthcare,Tier 2,5.2,2,8380391,643052,343594,93.5,Monthly,362028,199165,1628,8.6,0.283,668022,581158,231238,0.736,No,0,,0.082,36138,92.7,14.3,4.2,0.339,90.2,0.25,35.8,0,73.1,76.0,73.2,89.8,58.0,93.3,83.1,0.031,Low,Yes,1322000
MSME0001265,NTC,Private Limited,Trading,Tier 3,8.2,2,3154471,242300,180599,84.6,Monthly,37001,23028,245,5.8,0.184,244590,187952,102601,0.733,No,0,,0.194,25383,86.0,15.0,19.0,0.155,84.9,0.147,-0.6,0,76.1,75.1,76.2,82.8,32.5,84.9,75.2,0.0858,Medium,Yes,279000
MSME0001266,NTB,Partnership,Construction,Tier 2,15.4,5,4209095,325144,304540,88.3,Monthly,40636,18596,658,2.4,0.375,341446,238901,211547,0.707,No,0,,0.228,62721,87.1,5.4,2.8,0.425,88.6,0.17,5.1,0,86.4,74.2,65.0,89.4,39.6,88.0,74.7,0.0872,Medium,Yes,363000
MSME0001267,NTC,Private Limited,Retail,Metro,0.9,3,6749606,600218,386601,89.2,Quarterly,147701,92568,603,9.4,0.165,545078,415350,311390,0.849,No,0,,0.124,69648,94.7,11.2,6.6,0.526,90.9,0.301,-6.3,0,59.0,83.4,72.6,89.5,29.8,90.5,74.4,0.0655,Medium,Yes,668000
MSME0001268,Existing-to-Credit,Partnership,IT & Digital,Tier 1,0.5,2,2660007,191566,107376,92.9,Quarterly,84361,35477,135,24.1,0.252,195882,178196,49484,0.731,Yes,26778,89.7,0.222,44295,84.8,13.7,14.4,0.937,89.4,0.227,17.7,2,52.3,71.4,72.9,88.1,45.3,90.9,76.6,0.0692,Medium,Yes,235000
MSME0001269,NTC,Partnership,Trading,Tier 2,2.7,1,1001020,74374,42033,100.0,Monthly,15448,9026,235,2.5,0.092,83632,62950,34381,0.905,No,0,,0.035,14234,94.3,18.1,10.9,0.55,94.2,0.275,10.3,0,65.9,88.8,80.2,90.2,38.4,98.6,84.6,0.031,Low,Yes,185000
MSME0001270,NTB,Proprietorship,Trading,Rural,2.3,1,4223420,306712,210296,94.1,Monthly,43562,29046,447,3.7,0.207,283181,218558,111673,0.822,No,0,,0.174,26107,92.7,5.0,3.4,0.517,91.2,0.142,18.2,0,67.2,80.4,77.8,90.6,43.8,93.8,79.6,0.047,Low,Yes,724000
MSME0001271,NTB,Proprietorship,IT & Digital,Rural,3.1,2,7152908,618108,363800,86.1,Monthly,62256,31465,223,10.8,0.226,579439,551688,91823,0.679,Yes,202804,87.4,0.194,61462,89.8,19.4,26.1,0.331,85.1,0.569,4.4,27,65.6,68.4,63.9,82.0,36.0,87.0,74.3,0.0873,Medium,Yes,598000
MSME0001272,NTB,Proprietorship,Services,Tier 2,3.7,2,4355938,346584,196423,90.4,Quarterly,180320,116549,1063,6.5,0.289,344592,310173,123805,0.677,Yes,120607,97.0,0.198,91233,95.3,17.4,0.8,0.405,86.4,0.161,37.9,18,69.5,69.3,75.3,91.7,59.5,91.7,80.8,0.0516,Low,Yes,646000
MSME0001273,Existing-to-Credit,Partnership,Services,Tier 1,7.0,11,20482883,1589418,1058358,98.1,Monthly,710181,137245,10453,2.6,0.215,1647468,1493644,427104,0.731,Yes,471970,97.4,0.087,225902,84.8,18.5,15.2,0.422,98.0,0.392,20.9,32,73.1,74.9,71.4,94.2,53.7,94.8,78.5,0.0485,Low,Yes,3215000
MSME0001274,NTB,Proprietorship,Trading,Tier 2,5.8,1,1659515,143743,89113,82.9,Monthly,52864,32068,352,5.8,0.252,149402,136172,42790,0.717,No,0,,0.396,11998,86.7,19.8,13.6,0.115,80.7,0.459,3.1,0,71.2,66.3,64.9,82.0,33.3,83.8,73.5,0.1177,Medium,Yes,144000
MSME0001275,NTB,Proprietorship,Retail,Tier 2,12.4,6,19377064,1616900,1022603,81.9,Monthly,471237,181861,2202,8.2,0.254,1687746,1338055,784465,0.689,No,0,,0.317,235421,84.9,14.6,10.8,0.184,84.7,0.353,20.8,0,80.8,69.1,70.1,85.0,51.3,82.7,76.7,0.0798,Medium,Yes,1638000
MSME0001276,Existing-to-Credit,Private Limited,Services,Tier 3,4.4,1,439414,35987,28184,70.3,Monthly,11019,9206,444,1.0,0.418,37517,31896,13161,0.442,Yes,6323,80.6,0.315,24105,74.2,15.0,27.8,0.95,73.4,0.275,-0.6,13,65.6,54.4,58.9,73.8,30.7,71.3,59.2,0.4512,High,No,0
MSME0001277,NTB,Partnership,Manufacturing,Rural,5.2,2,13071692,952634,462688,81.9,Quarterly,122478,57245,253,18.6,0.223,1066215,924448,421823,0.697,No,0,,0.387,55715,82.6,20.7,7.6,0.397,76.6,0.361,-3.1,0,68.5,66.3,68.1,81.4,30.8,82.0,70.6,0.147,Medium,Yes,1114000
MSME0001278,NTC,Proprietorship,Retail,Rural,8.8,2,2720353,228299,148735,84.9,Monthly,115407,74555,404,11.0,0.24,218231,170311,119773,0.786,No,0,,0.216,46850,82.9,20.9,9.8,0.398,83.1,0.458,-10.2,0,74.6,77.2,63.6,84.4,25.8,84.4,76.5,0.0747,Medium,Yes,254000
MSME0001279,Existing-to-Credit,LLP,Textiles,Tier 2,3.3,2,20668406,1841271,989548,72.5,Monthly,210675,146010,639,12.7,0.203,2033258,1813208,531938,0.566,Yes,476108,78.3,0.238,83604,79.7,6.8,26.5,0.504,69.6,0.213,-34.0,26,66.3,62.3,68.4,71.6,9.1,74.3,63.9,0.2538,High,No,0
MSME0001280,NTB,Proprietorship,Trading,Metro,1.0,2,7296126,616734,374815,83.7,Quarterly,67369,22143,176,14.7,0.366,634031,598886,170469,0.709,Yes,53598,84.2,0.329,46240,80.6,19.1,7.5,0.535,74.1,0.404,18.9,5,53.5,66.9,61.8,80.5,46.2,82.9,72.3,0.1352,Medium,Yes,630000
MSME0001281,NTB,Partnership,Services,Tier 1,3.7,8,11899027,887347,568289,90.9,Monthly,555081,306347,1478,14.4,0.349,888867,546289,847045,0.803,No,0,,0.233,182399,91.9,3.7,14.5,0.448,91.9,0.087,36.8,0,71.9,81.0,73.4,87.9,63.6,91.1,80.2,0.0372,Low,Yes,2005000
MSME0001282,NTB,Private Limited,Services,Rural,2.1,1,979601,75028,42578,79.6,Quarterly,39633,22209,152,10.0,0.375,76412,54379,47276,0.587,No,0,,0.233,15152,81.2,11.4,20.5,0.557,68.7,0.291,-21.4,0,61.3,67.2,58.0,73.5,16.2,80.0,66.6,0.2211,High,No,0
MSME0001283,Existing-to-Credit,LLP,Services,Tier 2,6.3,1,3101154,284565,191367,87.5,Monthly,117882,64949,381,11.9,0.173,283741,187677,175432,0.619,Yes,37434,90.2,0.192,16137,90.7,15.0,16.4,0.344,87.2,0.166,2.2,37,74.5,71.0,76.8,86.5,32.6,88.3,77.7,0.0511,Low,Yes,431000
MSME0001284,NTC,Partnership,Food & Beverage,Tier 2,4.1,1,2717364,220211,115197,74.8,Monthly,83070,61980,259,12.3,0.534,220204,216904,39355,0.435,No,0,,0.305,23256,85.8,7.0,12.7,0.728,79.0,0.303,6.8,0,70.4,51.6,52.4,81.3,35.9,77.6,61.8,0.3617,High,No,0
MSME0001285,NTB,Partnership,Healthcare,Tier 1,5.0,2,2480227,183765,174576,66.0,Quarterly,103111,71202,184,21.5,0.446,196564,146951,113718,0.59,No,0,,0.261,24041,73.6,18.1,12.1,0.519,71.2,0.422,-13.6,0,66.0,66.0,51.6,77.2,23.4,67.9,62.4,0.3222,High,No,0
MSME0001286,NTB,Proprietorship,Healthcare,Tier 1,4.9,2,2009796,166105,104438,72.5,Quarterly,47499,16504,215,8.5,0.332,163005,119672,116028,0.524,No,0,,0.356,45947,67.7,21.3,8.4,0.389,71.4,0.359,6.0,0,63.2,60.3,63.0,78.3,37.1,71.3,67.6,0.1971,High,No,0
MSME0001287,NTB,Proprietorship,Services,Rural,1.5,1,1534504,124936,86242,70.1,Quarterly,74985,48115,311,9.3,0.363,112431,97340,46032,0.382,No,0,,0.402,39470,73.8,23.0,9.3,0.273,68.6,0.305,5.8,0,53.4,48.6,62.5,76.5,35.2,71.0,59.6,0.4029,High,No,0
MSME0001288,Existing-to-Credit,Private Limited,Services,Tier 2,9.5,7,6073253,434297,214836,94.6,Monthly,376186,243486,1056,13.7,0.379,458584,283365,500117,0.837,Yes,144468,94.0,0.189,143102,97.5,13.6,5.8,0.502,87.1,0.451,9.6,28,81.7,84.0,58.4,90.1,44.0,95.3,81.0,0.0325,Low,Yes,1056000
MSME0001289,NTC,Proprietorship,Services,Tier 1,2.8,2,2814749,226964,110885,82.9,Monthly,117433,56361,257,17.5,0.368,249376,218764,59582,0.606,No,0,,0.264,42765,81.2,15.6,21.5,0.158,88.9,0.521,51.0,0,63.0,64.2,63.5,84.3,68.6,82.5,78.5,0.0735,Medium,Yes,217000
MSME0001290,Existing-to-Credit,Private Limited,Trading,Tier 1,7.7,6,8581333,749358,386108,80.2,Monthly,305632,195150,687,17.1,0.243,788198,695555,313195,0.61,Yes,68393,84.7,0.265,149936,77.8,8.2,19.1,0.333,82.3,0.182,19.8,72,74.6,64.3,74.9,81.9,50.6,79.6,74.0,0.1122,Medium,Yes,664000
MSME0001291,NTC,Partnership,Services,Tier 1,7.6,1,4059210,317728,199826,93.1,Monthly,141267,46206,632,8.6,0.266,302953,209744,214958,0.744,No,0,,0.128,29152,91.8,7.5,7.7,0.537,87.4,0.299,23.7,0,78.8,78.9,71.1,87.3,47.7,92.8,79.3,0.0516,Low,Yes,646000
MSME0001292,NTC,Proprietorship,Food & Beverage,Tier 1,6.7,3,6385093,502778,309898,87.5,Monthly,284758,220254,1154,9.5,0.182,473788,366177,246762,0.748,No,0,,0.179,72856,84.0,16.6,16.1,0.234,91.0,0.963,-26.0,0,72.8,76.2,52.1,87.0,16.0,86.6,78.1,0.0602,Medium,Yes,574000
MSME0001293,NTC,Proprietorship,Trading,Tier 3,6.7,4,5081204,418770,239234,82.7,Monthly,60584,32976,210,11.1,0.066,470900,410826,127413,0.759,No,0,,0.333,78587,82.3,13.1,4.9,0.598,77.8,0.345,1.4,0,73.2,71.0,78.6,82.8,36.2,82.6,73.6,0.0881,Medium,Yes,461000
MSME0001294,NTB,Proprietorship,Services,Tier 1,7.5,1,2381932,198330,139703,90.0,Monthly,65345,41943,195,12.9,0.078,197949,157136,125293,0.752,Yes,51659,89.0,0.138,25807,91.7,15.3,19.1,0.199,74.6,0.679,18.1,59,76.7,77.0,72.0,78.5,43.7,90.4,79.4,0.0395,Low,Yes,382000
MSME0001295,NTC,LLP,Services,Tier 3,11.0,1,695851,61429,25348,88.2,Monthly,36815,14907,438,3.2,0.234,55439,36711,38592,0.708,No,0,,0.237,22757,84.9,14.2,11.9,0.449,84.4,0.287,-22.1,0,79.5,74.8,66.5,84.5,15.6,87.3,75.3,0.0827,Medium,Yes,60000
MSME0001296,NTC,Private Limited,Services,Metro,1.2,1,300000,28442,14130,88.1,Monthly,10920,6198,172,2.4,0.293,27466,21183,14378,0.674,No,0,,0.229,32400,82.6,24.9,10.0,0.212,85.2,0.444,-13.3,0,53.9,70.9,60.3,85.5,21.8,86.7,70.3,0.1357,Medium,Yes,25000
MSME0001297,NTC,Partnership,Retail,Tier 2,5.2,2,1442563,121137,89342,74.3,Monthly,42750,22879,318,5.2,0.258,121027,103545,32647,0.539,No,0,,0.316,46258,76.0,15.3,27.5,0.293,71.9,0.635,-20.1,0,67.9,59.6,56.6,73.3,18.8,74.7,68.2,0.2046,High,No,0
MSME0001298,NTB,Proprietorship,Retail,Rural,2.8,8,18565199,1434148,905184,81.7,Monthly,501336,164771,1632,11.8,0.227,1467907,964267,921965,0.571,No,0,,0.259,196018,81.7,11.3,7.0,0.279,80.8,0.407,45.0,0,64.2,66.8,74.0,83.9,69.4,81.7,76.6,0.0655,Medium,Yes,1372000
MSME0001299,NTC,Proprietorship,Logistics,Tier 2,4.8,2,2843410,295711,198246,86.6,Quarterly,18465,9427,306,2.3,0.212,322860,230783,163412,0.731,No,0,,0.195,32470,89.4,1.0,8.7,0.328,72.0,0.25,8.3,0,74.6,76.0,73.3,78.6,38.7,87.3,78.7,0.0586,Low,Yes,446000
MSME0001300,NTC,Proprietorship,Services,Metro,4.0,8,33473563,2406580,883340,85.7,Monthly,1701479,1100837,7773,8.4,0.274,2569511,1971143,1154490,0.736,No,0,,0.19,232666,87.3,18.0,5.4,0.523,84.3,0.576,-21.9,0,67.8,75.4,56.9,86.3,22.6,86.1,74.5,0.0871,Medium,Yes,2970000
MSME0001301,Existing-to-Credit,Partnership,Manufacturing,Tier 2,7.2,3,4078672,354987,192291,80.8,Monthly,110216,40706,470,9.0,0.257,332035,275971,144573,0.657,Yes,39683,87.8,0.235,78025,81.1,24.1,8.2,0.367,73.5,0.472,10.8,60,70.9,68.7,65.4,80.7,41.8,80.9,76.7,0.0765,Medium,Yes,333000
MSME0001302,Existing-to-Credit,Proprietorship,Trading,Rural,6.3,11,29562166,2231214,1141023,83.9,Monthly,541488,282355,1550,13.4,0.191,2363415,1969265,961816,0.724,Yes,685022,88.7,0.18,369682,94.0,22.4,3.9,0.317,93.2,0.179,1.7,34,73.7,73.7,75.4,92.9,40.3,86.4,79.1,0.0478,Low,Yes,4607000
MSME0001303,NTC,Proprietorship,Logistics,Metro,4.1,1,1520828,121006,76409,81.9,Quarterly,46543,21488,332,5.4,0.304,125077,105745,46726,0.746,No,0,,0.305,15808,81.2,13.4,21.7,0.396,80.0,0.241,9.4,0,67.4,71.5,68.1,79.4,37.7,81.7,68.5,0.185,High,No,0
MSME0001304,NTB,LLP,Manufacturing,Tier 2,1.2,1,1073451,92526,75050,78.0,Monthly,12561,5626,224,2.2,0.204,88690,68228,63785,0.689,No,0,,0.225,20176,79.7,13.3,7.5,0.458,84.9,0.211,9.7,0,55.9,71.9,75.0,86.0,37.9,78.4,70.7,0.1108,Medium,Yes,91000
MSME0001305,NTC,Private Limited,Construction,Rural,2.4,15,50644312,4317906,919576,86.3,Monthly,933894,336403,1911,18.8,0.168,4898847,3625091,3592538,0.67,No,0,,0.268,351808,85.0,25.7,15.4,0.611,82.4,0.123,2.5,0,60.1,70.3,78.2,82.4,42.2,86.0,73.6,0.1062,Medium,Yes,4193000
MSME0001306,NTB,Private Limited,Healthcare,Metro,5.7,2,3115924,281988,102439,90.9,Monthly,167310,104981,979,6.6,0.208,275483,238792,94561,0.772,No,0,,0.254,20954,96.0,9.7,3.9,0.294,79.7,0.04,6.8,0,76.3,73.8,78.5,84.2,37.7,92.2,79.3,0.0597,Low,Yes,510000
MSME0001307,NTC,Proprietorship,Trading,Tier 2,6.0,1,1225133,97226,46338,76.0,Quarterly,6501,2665,136,1.8,0.224,105095,89546,49679,0.624,No,0,,0.205,17634,86.3,14.9,11.3,0.606,72.9,0.486,11.7,0,72.7,67.2,67.1,78.3,39.3,78.6,75.3,0.0768,Medium,Yes,96000
MSME0001308,Existing-to-Credit,Partnership,Food & Beverage,Tier 3,2.9,1,1999625,157187,117803,83.7,Monthly,64890,21366,325,7.7,0.135,158886,125937,86241,0.693,Yes,34926,87.1,0.206,20252,94.4,26.0,5.1,0.237,85.9,0.423,-3.8,15,64.7,72.1,71.8,88.3,28.5,86.4,80.6,0.0383,Low,Yes,302000
MSME0001309,NTB,Proprietorship,Retail,Tier 1,5.8,2,5702370,478204,327577,90.5,Monthly,233059,159304,2001,4.5,0.221,475431,469537,76997,0.726,No,0,,0.255,33865,84.2,12.6,12.6,0.331,82.8,0.835,23.9,0,72.2,68.8,60.5,83.4,49.7,88.9,75.8,0.083,Medium,Yes,501000
MSME0001310,NTC,Proprietorship,Healthcare,Tier 2,1.3,4,6496348,507098,384973,83.0,Quarterly,384227,288809,1308,11.3,0.405,481521,417152,187224,0.667,No,0,,0.228,135940,84.0,1.0,25.1,0.466,72.3,0.301,-20.1,0,60.9,68.7,56.1,74.2,21.1,83.2,68.5,0.1965,High,No,0
MSME0001311,NTB,Partnership,Services,Tier 3,6.7,3,8153015,676963,416395,89.2,Monthly,183352,107240,426,16.5,0.259,762481,576733,619351,0.706,Yes,105605,91.9,0.245,70532,87.2,23.8,20.7,0.291,80.4,0.262,9.0,43,72.0,72.6,70.2,81.8,40.5,88.7,81.2,0.0466,Low,Yes,1247000
MSME0001312,Existing-to-Credit,LLP,Healthcare,Tier 2,1.9,2,6946071,607851,339008,86.1,Monthly,438488,388269,745,22.6,0.307,659629,494235,388037,0.699,Yes,78406,84.4,0.139,53190,85.0,16.8,7.7,0.408,73.6,0.412,22.0,9,60.3,75.0,65.6,80.2,48.3,85.8,77.6,0.0646,Medium,Yes,593000
MSME0001313,NTC,Proprietorship,Trading,Tier 2,2.7,4,16371072,1371314,654410,82.0,Monthly,203048,119883,1367,5.7,0.197,1546272,1345634,654060,0.792,No,0,,0.204,95203,83.7,21.1,14.0,0.24,85.8,0.148,-2.8,0,62.0,76.1,75.0,84.7,33.2,82.4,74.8,0.074,Medium,Yes,1535000
MSME0001314,NTC,Proprietorship,Retail,Tier 2,1.1,12,52531228,4147775,1865907,80.8,Monthly,1581074,939239,3534,17.2,0.211,3970803,3354507,1298151,0.558,No,0,,0.347,269676,85.8,19.8,8.4,0.197,76.7,0.347,14.6,0,55.5,60.1,71.8,81.2,49.7,82.1,71.0,0.1314,Medium,Yes,3820000
MSME0001315,Existing-to-Credit,Proprietorship,Retail,Metro,2.4,1,1223167,93113,50094,70.6,Monthly,59854,38424,311,7.4,0.362,94224,81094,46724,0.579,Yes,30493,86.1,0.323,23518,74.0,16.1,16.2,0.27,68.3,0.714,-13.2,24,59.2,61.5,49.4,75.3,21.9,71.4,65.2,0.2628,High,No,0
MSME0001316,NTB,Proprietorship,Food & Beverage,Tier 2,10.7,5,3419855,277136,181118,80.6,Monthly,90668,73005,319,10.9,0.286,290892,228787,154238,0.746,No,0,,0.234,137319,81.9,21.9,7.7,0.252,82.8,0.316,-13.8,0,76.3,74.5,63.8,84.8,26.4,81.0,81.5,0.0459,Low,Yes,545000
MSME0001317,NTC,Partnership,Trading,Tier 2,3.3,18,82675281,6281416,4361595,89.6,Quarterly,1204999,566730,6007,7.7,0.283,6779634,5378062,3018318,0.764,No,0,,0.194,317149,87.5,26.6,20.2,0.38,95.5,0.219,8.4,0,63.7,76.3,69.8,88.3,47.1,89.1,75.6,0.0882,Medium,Yes,7545000
MSME0001318,Existing-to-Credit,Partnership,Retail,Tier 3,4.8,2,6652406,576171,427743,90.4,Quarterly,176700,152761,712,9.5,0.139,637118,526877,322184,0.731,Yes,81791,90.7,0.212,41727,93.7,26.8,7.2,0.82,89.7,0.208,41.4,37,69.4,73.4,83.7,90.5,61.9,91.3,81.6,0.0362,Low,Yes,1044000
MSME0001319,Existing-to-Credit,Private Limited,Logistics,Rural,4.1,15,42022052,3435195,2446800,79.3,Monthly,946428,678099,2262,16.1,0.326,4026263,3878029,383012,0.773,Yes,257106,86.8,0.254,336970,85.0,10.1,5.1,0.57,75.8,0.092,44.3,15,69.3,71.9,75.8,82.7,71.5,80.7,76.0,0.0794,Medium,Yes,3869000
MSME0001320,NTC,Proprietorship,Textiles,Tier 2,11.3,1,700828,48977,17651,82.0,Monthly,2563,1779,457,0.2,0.274,55826,50427,16425,0.614,No,0,,0.289,20610,83.7,17.5,13.1,0.529,76.9,0.296,-9.0,0,78.6,63.5,65.8,80.0,24.8,82.4,68.9,0.1728,High,No,0
MSME0001321,Existing-to-Credit,Partnership,Trading,Rural,1.7,3,4765541,390406,272961,77.7,Monthly,117624,69477,798,5.7,0.31,360218,286784,200749,0.608,Yes,63544,87.4,0.271,70421,72.2,22.5,6.0,0.23,85.6,0.299,-9.1,10,54.1,65.8,63.6,87.9,27.9,76.4,70.9,0.1403,Medium,Yes,368000
MSME0001322,NTC,Proprietorship,Services,Tier 3,1.1,2,2788339,245703,126050,94.5,Monthly,127483,51499,596,8.2,0.265,239898,172920,203118,0.702,No,0,,0.173,35047,91.6,25.8,6.9,0.264,89.5,0.474,9.5,0,55.8,74.9,64.6,88.7,39.6,93.8,79.3,0.0444,Low,Yes,425000
MSME0001323,Existing-to-Credit,Proprietorship,Retail,Rural,9.9,4,6966227,666238,442770,87.4,Monthly,406686,209603,1965,8.0,0.241,669572,390292,876380,0.753,Yes,142026,92.9,0.234,89944,89.4,18.8,15.2,0.364,94.7,0.382,8.2,83,78.4,78.9,68.3,91.4,41.0,87.9,80.7,0.0389,Low,Yes,1118000
MSME0001324,NTC,Private Limited,Construction,Metro,1.6,11,26104175,2129295,1264574,86.9,Monthly,626592,277568,823,29.3,0.188,2348616,1754805,1325624,0.763,No,0,,0.241,329755,88.4,14.3,13.7,0.482,81.4,0.243,0.7,0,60.5,76.0,73.7,82.4,39.6,87.3,76.5,0.0714,Medium,Yes,2380000
MSME0001325,NTB,Proprietorship,Services,Metro,4.4,1,603185,55104,35045,83.1,Monthly,41236,28912,379,4.2,0.344,58655,51239,20677,0.724,Yes,20529,86.7,0.336,20096,82.3,19.4,7.2,0.607,81.3,0.811,-5.1,33,67.0,69.0,49.4,85.1,27.6,82.9,72.2,0.1293,Medium,Yes,53000
MSME0001326,NTC,Private Limited,Textiles,Tier 1,4.7,1,1529637,133770,89554,92.5,Monthly,50686,44044,454,4.3,0.281,131385,98825,61606,0.726,No,0,,0.294,20031,89.8,25.4,7.2,0.126,84.1,0.371,13.5,0,68.4,72.5,66.9,85.6,40.6,91.8,82.0,0.0442,Low,Yes,239000
MSME0001327,NTC,Private Limited,Services,Tier 3,3.0,4,8226657,624820,412241,83.0,Monthly,505233,273868,1232,15.8,0.391,666683,494556,455478,0.624,No,0,,0.248,65360,73.9,8.8,7.8,0.408,76.8,0.146,12.8,0,63.1,68.3,65.8,81.5,44.2,80.7,69.9,0.1601,High,No,0
MSME0001328,Existing-to-Credit,LLP,Trading,Tier 2,8.9,6,10667470,808913,520572,83.1,Monthly,308189,195858,1237,9.6,0.291,724694,491526,695656,0.702,Yes,128764,89.1,0.124,146083,93.8,8.9,0.6,0.302,88.8,0.264,-9.4,93,81.0,76.9,65.5,91.5,30.2,85.8,76.2,0.0562,Low,Yes,1625000
MSME0001329,NTB,Proprietorship,Manufacturing,Tier 1,7.5,1,494580,36313,21309,97.9,Quarterly,2809,2211,205,0.5,0.249,37229,29617,17664,0.908,Yes,5440,100.0,0.185,19580,100.0,4.2,1.9,0.712,96.3,0.296,10.0,27,82.0,84.4,70.2,97.4,38.1,98.5,85.3,0.0273,Low,Yes,92000
MSME0001330,Existing-to-Credit,Private Limited,Retail,Tier 1,7.5,1,2687637,197326,93098,78.6,Quarterly,156602,79911,633,9.5,0.45,217634,174476,95099,0.601,Yes,49705,88.6,0.312,30458,76.2,19.6,17.2,0.146,73.3,0.675,14.4,31,71.0,64.2,49.3,78.3,41.2,78.0,67.4,0.2315,High,No,0
MSME0001331,NTC,Proprietorship,Logistics,Tier 3,4.7,4,4673778,372687,195722,91.6,Monthly,100282,44970,384,10.0,0.239,342175,300873,118764,0.588,No,0,,0.27,115878,88.0,16.1,14.7,0.272,90.9,0.43,-21.2,0,70.2,63.0,62.7,87.3,20.4,90.7,73.0,0.1069,Medium,Yes,352000
MSME0001332,NTC,Proprietorship,Trading,Tier 3,2.3,8,9603618,774969,511899,85.3,Monthly,122709,67770,603,7.8,0.211,763914,625978,316092,0.675,No,0,,0.198,224799,80.8,9.0,76.3,0.346,88.1,0.169,21.7,0,62.7,70.8,77.4,68.6,53.1,84.2,72.5,0.1763,High,No,0
MSME0001333,Existing-to-Credit,Partnership,Trading,Tier 1,8.9,8,17687918,1357180,819846,87.8,Quarterly,392749,258356,1225,12.3,0.391,1390180,989274,743422,0.714,Yes,182624,86.6,0.263,171144,84.0,19.2,13.9,0.199,71.0,0.498,6.5,32,75.5,73.5,56.1,77.5,42.4,86.9,76.2,0.0822,Medium,Yes,1535000
MSME0001334,NTB,Proprietorship,IT & Digital,Tier 1,1.1,2,2770444,257212,205860,87.4,Monthly,48366,22744,448,4.1,0.132,282667,222056,143627,0.754,No,0,,0.104,48161,87.8,27.7,7.3,0.413,79.9,0.391,32.8,0,54.1,78.1,78.2,83.3,55.9,87.5,80.4,0.0463,Low,Yes,445000
MSME0001335,NTC,Partnership,IT & Digital,Tier 1,3.6,5,5952692,566582,359856,86.8,Monthly,84495,65495,171,19.0,0.355,542592,492543,230113,0.737,No,0,,0.391,92658,79.8,15.9,17.9,0.185,80.3,0.248,1.7,0,65.0,67.6,63.7,80.6,37.2,85.0,71.7,0.1534,High,No,0
MSME0001336,NTB,Private Limited,Textiles,Tier 3,8.3,2,3624011,242924,157134,80.0,Monthly,12723,7682,299,1.6,0.345,242268,226619,51263,0.619,Yes,26784,80.7,0.318,44134,80.9,31.0,35.6,0.532,75.2,0.316,-15.1,45,70.7,62.4,60.1,72.6,22.3,80.2,67.8,0.2497,High,No,0
MSME0001337,NTB,Private Limited,Manufacturing,Tier 3,7.3,3,10315091,872171,422251,72.0,Quarterly,172513,93034,400,16.6,0.367,904670,704754,574729,0.607,No,0,,0.313,83305,74.6,9.6,12.5,0.58,81.4,0.131,12.8,0,72.7,65.0,67.6,82.7,43.2,72.6,66.1,0.2241,High,No,0
MSME0001338,NTC,Proprietorship,Trading,Rural,2.8,6,8954258,691710,460400,93.0,Monthly,222631,94069,669,12.8,0.348,712573,520459,554294,0.603,No,0,,0.236,105580,91.4,22.4,10.0,0.318,79.3,0.228,15.2,0,64.3,67.6,66.7,82.3,47.4,92.6,79.5,0.0539,Low,Yes,1222000
MSME0001339,NTB,Proprietorship,Textiles,Tier 2,3.6,3,6056781,533819,320298,72.4,Monthly,231321,106055,786,11.3,0.298,524351,504678,116776,0.551,No,0,,0.23,57829,73.3,27.8,29.2,0.288,77.6,0.228,-3.0,0,60.1,60.3,66.9,76.0,32.1,72.6,65.1,0.2736,High,No,0
